"","Genus","Species"
"2033","Phylloscopus","trochiloides"
"2034","Phylloscopus","trochilus"
"2035","Phylloscopus","tytleri"
"2036","Phylloscopus","valentini"
"2037","Phylloscopus","whistleri"
"2038","Phylloscopus","xanthodryas"
"2039","Phylloscopus","xanthoschistos"
"2040","Phylloscopus","yunnanensis"
"2041","Pica","pica"
"2042","Picoides","canicapillus"
"2043","Picoides","funebris"
"2044","Picoides","kizuki"
"2045","Picoides","maculatus"
"2046","Picoides","moluccensis"
"2047","Picoides","nanus"
"2048","Picoides","ramsayi"
"2049","Picoides","temminckii"
"2050","Picumnus","innominatus"
"2051","Picus","canus"
"2052","Picus","chlorolophus"
"2053","Picus","dedemi"
"2054","Picus","erythropygius"
"2055","Picus","guerini"
"2056","Picus","puniceus"
"2057","Picus","rabieri"
"2058","Picus","squamatus"
"2059","Picus","viridanus"
"2060","Picus","vittatus"
"2061","Picus","xanthopygaeus"
"2062","Pithecophaga","jefferyi"
"2063","Pitta","brachyura"
"2064","Pitta","elegans"
"2065","Pitta","megarhyncha"
"2066","Pitta","moluccensis"
"2067","Pitta","nympha"
"2068","Pitta","sordida"
"2069","Pitta","steerii"
"2070","Pityriasis","gymnocephala"
"2071","Platalea","leucorodia"
"2072","Platalea","regia"
"2073","Platylophus","galericulatus"
"2074","Platysmurus","aterrimus"
"2075","Platysmurus","leucopterus"
"2076","Plegadis","falcinellus"
"2077","Ploceus","benghalensis"
"2078","Ploceus","hypoxanthus"
"2079","Ploceus","intermedius"
"2080","Ploceus","manyar"
"2081","Ploceus","megarhynchus"
"2082","Ploceus","philippinus"
"2083","Pluvialis","squatarola"
"2084","Pnoepyga","albiventer"
"2085","Pnoepyga","formosana"
"2086","Pnoepyga","immaculata"
"2087","Pnoepyga","pusilla"
"2088","Podiceps","cristatus"
"2089","Podiceps","grisegena"
"2090","Podiceps","nigricollis"
"2091","Podoces","biddulphi"
"2092","Poecile","davidi"
"2093","Poecile","hypermelaenus"
"2094","Poecile","montanus"
"2095","Poecile","palustris"
"2096","Poecile","superciliosus"
"2097","Poecile","weigoldicus"
"2098","Polihierax","insignis"
"2099","Poliolophus","urostictus"
"2100","Polyplectron","bicalcaratum"
"2101","Polyplectron","chalcurum"
"2102","Polyplectron","germaini"
"2103","Polyplectron","inopinatum"
"2104","Polyplectron","katsumatae"
"2105","Polyplectron","malacense"
"2106","Polyplectron","napoleonis"
"2107","Polyplectron","schleiermacheri"
"2108","Pomatorhinus","ferruginosus"
"2109","Pomatorhinus","horsfieldii"
"2110","Pomatorhinus","melanurus"
"2111","Pomatorhinus","montanus"
"2112","Pomatorhinus","musicus"
"2113","Pomatorhinus","ochraceiceps"
"2114","Pomatorhinus","phayrei"
"2115","Pomatorhinus","ruficollis"
"2116","Pomatorhinus","schisticeps"
"2117","Pomatorhinus","superciliaris"
"2118","Porphyrio","porphyrio"
"2119","Porzana","porzana"
"2120","Prinia","atrogularis"
"2121","Prinia","buchanani"
"2122","Prinia","cinereocapilla"
"2123","Prinia","crinigera"
"2124","Prinia","familiaris"
"2125","Prinia","flaviventris"
"2126","Prinia","gracilis"
"2127","Prinia","hodgsonii"
"2128","Prinia","inornata"
"2129","Prinia","khasiana"
"2130","Prinia","polychroa"
"2131","Prinia","rufescens"
"2132","Prinia","socialis"
"2133","Prinia","sonitans"
"2134","Prinia","superciliaris"
"2135","Prinia","sylvatica"
"2136","Prioniturus","discurus"
"2137","Prioniturus","flavicans"
"2138","Prioniturus","luconensis"
"2139","Prioniturus","mada"
"2140","Prioniturus","mindorensis"
"2141","Prioniturus","montanus"
"2142","Prioniturus","platenae"
"2143","Prioniturus","platurus"
"2144","Prioniturus","verticalis"
"2145","Prioniturus","waterstradti"
"2146","Prionochilus","maculatus"
"2147","Prionochilus","olivaceus"
"2148","Prionochilus","percussus"
"2149","Prionochilus","plateni"
"2150","Prionochilus","thoracicus"
"2151","Prionochilus","xanthopygius"
"2152","Procarduelis","nipalensis"
"2153","Prunella","atrogularis"
"2154","Prunella","collaris"
"2155","Prunella","fulvescens"
"2156","Prunella","himalayana"
"2157","Prunella","immaculata"
"2158","Prunella","montanella"
"2159","Prunella","rubeculoides"
"2160","Prunella","strophiata"
"2161","Psaltria","exilis"
"2162","Psarisomus","dalhousiae"
"2163","Pseudibis","davisoni"
"2164","Pseudibis","papillosa"
"2165","Pseudopodoces","humilis"
"2166","Psilopogon","annamensis"
"2167","Psilopogon","armillaris"
"2168","Psilopogon","asiaticus"
"2169","Psilopogon","auricularis"
"2170","Psilopogon","australis"
"2171","Psilopogon","chersonesus"
"2172","Psilopogon","chrysopogon"
"2173","Psilopogon","corvinus"
"2174","Psilopogon","cyanotis"
"2175","Psilopogon","duvaucelii"
"2176","Psilopogon","eximius"
"2177","Psilopogon","faber"
"2178","Psilopogon","faiostrictus"
"2179","Psilopogon","flavifrons"
"2180","Psilopogon","franklinii"
"2181","Psilopogon","haemacephalus"
"2182","Psilopogon","henricii"
"2183","Psilopogon","incognitus"
"2184","Psilopogon","javensis"
"2185","Psilopogon","lagrandieri"
"2186","Psilopogon","lineatus"
"2187","Psilopogon","malabaricus"
"2188","Psilopogon","monticola"
"2189","Psilopogon","mystacophanos"
"2190","Psilopogon","nuchalis"
"2191","Psilopogon","oorti"
"2192","Psilopogon","pulcherrimus"
"2193","Psilopogon","pyrolophus"
"2194","Psilopogon","rafflesii"
"2195","Psilopogon","rubricapillus"
"2196","Psilopogon","virens"
"2197","Psilopogon","viridis"
"2198","Psilopogon","zeylanicus"
"2199","Psittacula","alexandri"
"2200","Psittacula","calthrapae"
"2201","Psittacula","caniceps"
"2202","Psittacula","columboides"
"2203","Psittacula","cyanocephala"
"2204","Psittacula","derbiana"
"2205","Psittacula","eupatria"
"2206","Psittacula","finschii"
"2207","Psittacula","himalayana"
"2208","Psittacula","krameri"
"2209","Psittacula","longicauda"
"2210","Psittacula","roseata"
"2211","Psitteuteles","iris"
"2212","Psittinus","abbotti"
"2213","Psittinus","cyanurus"
"2214","Psittiparus","bakeri"
"2215","Psittiparus","gularis"
"2216","Psittiparus","margaritae"
"2217","Psittiparus","ruficeps"
"2218","Pterocles","alchata"
"2219","Pterocles","coronatus"
"2220","Pterocles","exustus"
"2221","Pterocles","indicus"
"2222","Pterocles","lichtensteinii"
"2223","Pterocles","orientalis"
"2224","Pterocles","senegallus"
"2225","Pterodroma","arminjoniana"
"2226","Pterodroma","baraui"
"2227","Pterodroma","hypoleuca"
"2228","Pteruthius","aenobarbus"
"2229","Pteruthius","aeralatus"
"2230","Pteruthius","flaviscapis"
"2231","Pteruthius","melanotis"
"2232","Pteruthius","rufiventer"
"2233","Pteruthius","xanthochlorus"
"2234","Ptilinopus","arcanus"
"2235","Ptilinopus","cinctus"
"2236","Ptilinopus","dohertyi"
"2237","Ptilinopus","melanospilus"
"2238","Ptilinopus","porphyreus"
"2239","Ptilinopus","regina"
"2240","Ptilinopus","rivoli"
"2241","Ptilinopus","superbus"
"2242","Ptilinopus","temminckii"
"2243","Ptilinopus","viridis"
"2244","Ptilocichla","falcata"
"2245","Ptilocichla","leucogrammica"
"2246","Ptilocichla","mindanensis"
"2247","Ptyonoprogne","concolor"
"2248","Ptyonoprogne","obsoleta"
"2249","Ptyonoprogne","rupestris"
"2250","Pucrasia","macrolopha"
"2251","Puffinus","bailloni"
"2252","Puffinus","persicus"
"2253","Pycnonotus","aurigaster"
"2254","Pycnonotus","bimaculatus"
"2255","Pycnonotus","blanfordi"
"2256","Pycnonotus","brunneus"
"2257","Pycnonotus","cafer"
"2258","Pycnonotus","cinereifrons"
"2259","Pycnonotus","davisoni"
"2260","Pycnonotus","finlaysoni"
"2261","Pycnonotus","flavescens"
"2262","Pycnonotus","goiavier"
"2263","Pycnonotus","jocosus"
"2264","Pycnonotus","leucogenys"
"2265","Pycnonotus","leucops"
"2266","Pycnonotus","leucotis"
"2267","Pycnonotus","luteolus"
"2268","Pycnonotus","nieuwenhuisii"
"2269","Pycnonotus","penicillatus"
"2270","Pycnonotus","plumosus"
"2271","Pycnonotus","pseudosimplex"
"2272","Pycnonotus","simplex"
"2273","Pycnonotus","sinensis"
"2274","Pycnonotus","snouckaerti"
"2275","Pycnonotus","taivanus"
"2276","Pycnonotus","tympanistrigus"
"2277","Pycnonotus","xantholaemus"
"2278","Pycnonotus","xanthorrhous"
"2279","Pycnonotus","zeylanicus"
"2280","Pyrgilauda","blanfordi"
"2281","Pyrgilauda","davidiana"
"2282","Pyrgilauda","ruficollis"
"2283","Pyrgilauda","theresae"
"2284","Pyrrhocorax","graculus"
"2285","Pyrrhocorax","pyrrhocorax"
"2286","Pyrrhoplectes","epauletta"
"2287","Pyrrhula","aurantiaca"
"2288","Pyrrhula","erythaca"
"2289","Pyrrhula","erythrocephala"
"2290","Pyrrhula","leucogenis"
"2291","Pyrrhula","nipalensis"
"2292","Pyrrhula","pyrrhula"
"2293","Pyrrhula","waterstradti"
"2294","Radjah","radjah"
"2295","Rallina","canningi"
"2296","Rallina","eurizonoides"
"2297","Rallina","fasciata"
"2298","Rallus","aquaticus"
"2299","Rallus","indicus"
"2300","Ramphiculus","epius"
"2301","Ramphiculus","fischeri"
"2302","Ramphiculus","jambu"
"2303","Ramphiculus","leclancheri"
"2304","Ramphiculus","mangoliensis"
"2305","Ramphiculus","marchei"
"2306","Ramphiculus","meridionalis"
"2307","Ramphiculus","merrilli"
"2308","Ramphiculus","occipitalis"
"2309","Ramphiculus","subgularis"
"2310","Recurvirostra","avosetta"
"2311","Regulus","goodfellowi"
"2312","Regulus","regulus"
"2313","Reinwardtoena","reinwardti"
"2314","Remiz","consobrinus"
"2315","Remiz","coronatus"
"2316","Remiz","pendulinus"
"2317","Rhabdornis","grandis"
"2318","Rhabdornis","inornatus"
"2319","Rhabdornis","mystacalis"
"2320","Rhabdornis","rabori"
"2321","Rhabdotorrhinus","corrugatus"
"2322","Rhabdotorrhinus","exarhatus"
"2323","Rhabdotorrhinus","leucocephalus"
"2324","Rhabdotorrhinus","waldeni"
"2325","Rhamphococcyx","calyorhynchus"
"2326","Rhaphidura","leucopygialis"
"2327","Rheinardia","ocellata"
"2328","Rhinoplax","vigil"
"2329","Rhinoptilus","bitorquatus"
"2330","Rhinortha","chlorophaea"
"2331","Rhipidura","albicollis"
"2332","Rhipidura","albiventris"
"2333","Rhipidura","albogularis"
"2334","Rhipidura","aureola"
"2335","Rhipidura","bouruensis"
"2336","Rhipidura","cyaniceps"
"2337","Rhipidura","diluta"
"2338","Rhipidura","dryas"
"2339","Rhipidura","euryura"
"2340","Rhipidura","javanica"
"2341","Rhipidura","leucophrys"
"2342","Rhipidura","nigritorquis"
"2343","Rhipidura","nigrocinnamomea"
"2344","Rhipidura","perlata"
"2345","Rhipidura","phoenicura"
"2346","Rhipidura","rufiventris"
"2347","Rhipidura","samarensis"
"2348","Rhipidura","sauli"
"2349","Rhipidura","superciliaris"
"2350","Rhipidura","superflua"
"2351","Rhipidura","tenkatei"
"2352","Rhipidura","teysmanni"
"2353","Rhizothera","dulitensis"
"2354","Rhizothera","longirostris"
"2355","Rhodonessa","caryophyllacea"
"2356","Rhodopechys","sanguineus"
"2357","Rhodospiza","obsoleta"
"2358","Rhopocichla","atriceps"
"2359","Rhopophilus","albosuperciliaris"
"2360","Rhopophilus","pekinensis"
"2361","Rhyticeros","cassidix"
"2362","Rhyticeros","everetti"
"2363","Rhyticeros","narcondami"
"2364","Rhyticeros","subruficollis"
"2365","Rhyticeros","undulatus"
"2366","Rimator","albostriatus"
"2367","Rimator","danjoui"
"2368","Rimator","malacoptilus"
"2369","Rimator","naungmungensis"
"2370","Rimator","pasquieri"
"2371","Riparia","chinensis"
"2372","Riparia","diluta"
"2373","Riparia","riparia"
"2374","Robsonius","rabori"
"2375","Robsonius","sorsogonensis"
"2376","Robsonius","thompsoni"
"2377","Rollulus","rouloul"
"2378","Rostratula","benghalensis"
"2379","Rubigula","dispar"
"2380","Rubigula","flaviventris"
"2381","Rubigula","gularis"
"2382","Rubigula","melanictera"
"2383","Rubigula","montis"
"2384","Rynchops","albicollis"
"2385","Salpornis","spilonota"
"2386","Sarcogyps","calvus"
"2387","Sarcophanops","samarensis"
"2388","Sarcophanops","steerii"
"2389","Sarcops","calvus"
"2390","Sarkidiornis","melanotos"
"2391","Saroglossa","spilopterus"
"2392","Sasia","abnormis"
"2393","Sasia","ochracea"
"2394","Saundersilarus","saundersi"
"2395","Saxicola","caprata"
"2396","Saxicola","ferreus"
"2397","Saxicola","gutturalis"
"2398","Saxicola","insignis"
"2399","Saxicola","jerdoni"
"2400","Saxicola","leucurus"
"2401","Saxicola","macrorhynchus"
"2402","Saxicola","torquatus"
"2403","Saxicoloides","fulicatus"
"2404","Schoenicola","platyurus"
"2405","Schoeniparus","brunneus"
"2406","Schoeniparus","castaneceps"
"2407","Schoeniparus","cinereus"
"2408","Schoeniparus","dubius"
"2409","Schoeniparus","klossi"
"2410","Schoeniparus","rufogularis"
"2411","Schoeniparus","variegaticeps"
"2412","Scissirostrum","dubium"
"2413","Scolopax","bukidnonensis"
"2414","Scolopax","celebensis"
"2415","Scolopax","rusticola"
"2416","Scolopax","saturata"
"2417","Scotocerca","inquieta"
"2418","Scythrops","novaehollandiae"
"2419","Serilophus","lunatus"
"2420","Serilophus","rubropygius"
"2421","Serinus","pusillus"
"2422","Setornis","criniger"
"2423","Sholicola","albiventris"
"2424","Sholicola","major"
"2425","Sibia","morrisoniana"
"2426","Sibia","nipalensis"
"2427","Sibia","souliei"
"2428","Sibia","waldeni"
"2429","Sibirionetta","formosa"
"2430","Sinosuthora","alphonsiana"
"2431","Sinosuthora","brunnea"
"2432","Sinosuthora","conspicillata"
"2433","Sinosuthora","przewalskii"
"2434","Sinosuthora","ricketti"
"2435","Sinosuthora","webbiana"
"2436","Sinosuthora","zappeyi"
"2437","Sitta","azurea"
"2438","Sitta","cashmirensis"
"2439","Sitta","castanea"
"2440","Sitta","cinnamoventris"
"2441","Sitta","europaea"
"2442","Sitta","formosa"
"2443","Sitta","frontalis"
"2444","Sitta","himalayensis"
"2445","Sitta","leucopsis"
"2446","Sitta","magna"
"2447","Sitta","nagaensis"
"2448","Sitta","neglecta"
"2449","Sitta","oenochlamys"
"2450","Sitta","przewalskii"
"2451","Sitta","solangiae"
"2452","Sitta","tephronota"
"2453","Sitta","victoriae"
"2454","Sitta","villosa"
"2455","Sitta","yunnanensis"
"2456","Sittiparus","castaneoventris"
"2457","Sittiparus","olivaceus"
"2458","Sittiparus","semilarvatus"
"2459","Sittiparus","varius"
"2460","Siva","cyanouroptera"
"2461","Spatula","clypeata"
"2462","Spatula","querquedula"
"2463","Spelaeornis","badeigularis"
"2464","Spelaeornis","caudatus"
"2465","Spelaeornis","chocolatinus"
"2466","Spelaeornis","kinneari"
"2467","Spelaeornis","longicaudatus"
"2468","Spelaeornis","oatesi"
"2469","Spelaeornis","reptatus"
"2470","Spelaeornis","troglodytoides"
"2471","Sphecotheres","hypoleucus"
"2472","Sphecotheres","viridis"
"2473","Spilopelia","chinensis"
"2474","Spilopelia","senegalensis"
"2475","Spilopelia","suratensis"
"2476","Spilornis","cheela"
"2477","Spilornis","elgini"
"2478","Spilornis","holospilus"
"2479","Spilornis","kinabaluensis"
"2480","Spilornis","klossi"
"2481","Spilornis","rufipectus"
"2482","Spinus","thibetanus"
"2483","Spizixos","canifrons"
"2484","Spizixos","semitorques"
"2485","Spodiopsar","cineraceus"
"2486","Spodiopsar","sericeus"
"2487","Stachyris","grammiceps"
"2488","Stachyris","herberti"
"2489","Stachyris","humei"
"2490","Stachyris","leucotis"
"2491","Stachyris","maculata"
"2492","Stachyris","nigriceps"
"2493","Stachyris","nigricollis"
"2494","Stachyris","nonggangensis"
"2495","Stachyris","oglei"
"2496","Stachyris","poliocephala"
"2497","Stachyris","roberti"
"2498","Stachyris","strialata"
"2499","Stachyris","thoracica"
"2500","Stercorarius","pomarinus"
"2501","Sterna","acuticauda"
"2502","Sterna","aurantia"
"2503","Sterna","dougallii"
"2504","Sterna","hirundo"
"2505","Sterna","repressa"
"2506","Sterna","sumatrana"
"2507","Sternula","albifrons"
"2508","Sternula","saundersi"
"2509","Sterrhoptilus","capitalis"
"2510","Sterrhoptilus","dennistouni"
"2511","Sterrhoptilus","nigrocapitatus"
"2512","Stiltia","isabella"
"2513","Streptocitta","albertinae"
"2514","Streptocitta","albicollis"
"2515","Streptocitta","torquata"
"2516","Streptopelia","bitorquata"
"2517","Streptopelia","decaocto"
"2518","Streptopelia","dusumieri"
"2519","Streptopelia","orientalis"
"2520","Streptopelia","tranquebarica"
"2521","Streptopelia","turtur"
"2522","Streptopelia","xanthocycla"
"2523","Strix","aluco"
"2524","Strix","leptogrammica"
"2525","Strix","nivicolum"
"2526","Strix","ocellata"
"2527","Strix","seloputo"
"2528","Strix","uralensis"
"2529","Sturnia","erythropygia"
"2530","Sturnia","malabarica"
"2531","Sturnia","pagodarum"
"2532","Sturnia","sinensis"
"2533","Sturnornis","albofrontatus"
"2534","Sturnus","vulgaris"
"2535","Sula","dactylatra"
"2536","Sula","leucogaster"
"2537","Sula","sula"
"2538","Surniculus","dicruroides"
"2539","Surniculus","lugubris"
"2540","Surniculus","musschenbroeki"
"2541","Surniculus","velutinus"
"2542","Suthora","fulvifrons"
"2543","Suthora","nipalensis"
"2544","Suthora","verreauxi"
"2545","Sylvia","borin"
"2546","Sylvia","communis"
"2547","Sylvia","crassirostris"
"2548","Sylvia","curruca"
"2549","Sylvia","mystacea"
"2550","Sylvia","nana"
"2551","Sylvia","nisoria"
"2552","Sylviparus","modestus"
"2553","Symposiachrus","everetti"
"2554","Symposiachrus","loricatus"
"2555","Symposiachrus","sacerdotum"
"2556","Symposiachrus","trivirgatus"
"2557","Synoicus","chinensis"
"2558","Synoicus","ypsilophorus"
"2559","Synthliboramphus","antiquus"
"2560","Synthliboramphus","wumizusume"
"2561","Sypheotides","indicus"
"2562","Syrmaticus","ellioti"
"2563","Syrmaticus","humiae"
"2564","Syrmaticus","mikado"
"2565","Syrmaticus","reevesii"
"2566","Syrrhaptes","paradoxus"
"2567","Syrrhaptes","tibetanus"
"2568","Taccocua","leschenaultii"
"2569","Tachybaptus","novaehollandiae"
"2570","Tachybaptus","ruficollis"
"2571","Tachymarptis","melba"
"2572","Tadorna","cristata"
"2573","Tadorna","ferruginea"
"2574","Tadorna","tadorna"
"2575","Taeniopygia","guttata"
"2576","Tanygnathus","gramineus"
"2577","Tanygnathus","lucionensis"
"2578","Tanygnathus","megalorynchos"
"2579","Tanygnathus","sumatranus"
"2580","Tanysiptera","galatea"
"2581","Tarsiger","chrysaeus"
"2582","Tarsiger","cyanurus"
"2583","Tarsiger","hyperythrus"
"2584","Tarsiger","indicus"
"2585","Tarsiger","johnstoniae"
"2586","Tarsiger","rufilatus"
"2587","Temnurus","temnurus"
"2588","Tephrodornis","affinis"
"2589","Tephrodornis","pondicerianus"
"2590","Tephrodornis","sylvicola"
"2591","Tephrodornis","virgatus"
"2592","Terpsiphone","affinis"
"2593","Terpsiphone","atrocaudata"
"2594","Terpsiphone","cinnamomea"
"2595","Terpsiphone","cyanescens"
"2596","Terpsiphone","floris"
"2597","Terpsiphone","incei"
"2598","Terpsiphone","paradisi"
"2599","Terpsiphone","unirufa"
"2600","Tesia","cyaniventer"
"2601","Tesia","everetti"
"2602","Tesia","olivea"
"2603","Tesia","superciliaris"
"2604","Tetraogallus","himalayensis"
"2605","Tetraogallus","tibetanus"
"2606","Tetraophasis","obscurus"
"2607","Tetraophasis","szechenyii"
"2608","Tetrax","tetrax"
"2609","Thalasseus","bengalensis"
"2610","Thalasseus","bergii"
"2611","Thalasseus","sandvicensis"
"2612","Thaumatibis","gigantea"
"2613","Threskiornis","aethiopicus"
"2614","Threskiornis","melanocephalus"
"2615","Tichodroma","muraria"
"2616","Tickellia","hodgsoni"
"2617","Timalia","pileata"
"2618","Todiramphus","australasia"
"2619","Todiramphus","chloris"
"2620","Todiramphus","enigma"
"2621","Todiramphus","sanctus"
"2622","Todiramphus","winchelli"
"2623","Tragopan","blythii"
"2624","Tragopan","caboti"
"2625","Tragopan","melanocephalus"
"2626","Tragopan","satyra"
"2627","Tragopan","temminckii"
"2628","Treron","affinis"
"2629","Treron","apicauda"
"2630","Treron","aromaticus"
"2631","Treron","axillaris"
"2632","Treron","bicinctus"
"2633","Treron","capellei"
"2634","Treron","chloropterus"
"2635","Treron","curvirostra"
"2636","Treron","floris"
"2637","Treron","formosae"
"2638","Treron","fulvicollis"
"2639","Treron","griseicauda"
"2640","Treron","olax"
"2641","Treron","oxyurus"
"2642","Treron","permagnus"
"2643","Treron","phayrei"
"2644","Treron","phoenicopterus"
"2645","Treron","pompadora"
"2646","Treron","psittaceus"
"2647","Treron","seimundi"
"2648","Treron","sieboldii"
"2649","Treron","sphenurus"
"2650","Treron","teysmannii"
"2651","Treron","vernans"
"2652","Trichastoma","bicolor"
"2653","Trichastoma","buettikoferi"
"2654","Trichastoma","celebense"
"2655","Trichastoma","cinereiceps"
"2656","Trichastoma","malaccense"
"2657","Trichastoma","pyrrogenys"
"2658","Trichastoma","rostratum"
"2659","Trichastoma","tickelli"
"2660","Trichixos","pyrropygus"
"2661","Trichoglossus","capistratus"
"2662","Trichoglossus","euteles"
"2663","Trichoglossus","flavoviridis"
"2664","Trichoglossus","forsteni"
"2665","Trichoglossus","haematodus"
"2666","Trichoglossus","johnstoniae"
"2667","Trichoglossus","meyeri"
"2668","Trichoglossus","ornatus"
"2669","Trichoglossus","weberi"
"2670","Tricholestes","criniger"
"2671","Tringa","brevipes"
"2672","Tringa","erythropus"
"2673","Tringa","glareola"
"2674","Tringa","guttifer"
"2675","Tringa","nebularia"
"2676","Tringa","stagnatilis"
"2677","Tringa","totanus"
"2678","Trochalopteron","affine"
"2679","Trochalopteron","austeni"
"2680","Trochalopteron","chrysopterum"
"2681","Trochalopteron","elliotii"
"2682","Trochalopteron","erythrocephalum"
"2683","Trochalopteron","formosum"
"2684","Trochalopteron","henrici"
"2685","Trochalopteron","imbricatum"
"2686","Trochalopteron","lineatum"
"2687","Trochalopteron","melanostigma"
"2688","Trochalopteron","milnei"
"2689","Trochalopteron","morrisonianum"
"2690","Trochalopteron","ngoclinhense"
"2691","Trochalopteron","peninsulae"
"2692","Trochalopteron","squamatum"
"2693","Trochalopteron","subunicolor"
"2694","Trochalopteron","variegatum"
"2695","Trochalopteron","virgatum"
"2696","Trochalopteron","yersini"
"2697","Troglodytes","troglodytes"
"2698","Turacoena","manadensis"
"2699","Turacoena","modesta"
"2700","Turacoena","sulaensis"
"2701","Turdinus","atrigularis"
"2702","Turdinus","brevicaudatus"
"2703","Turdinus","calcicola"
"2704","Turdinus","crassus"
"2705","Turdinus","crispifrons"
"2706","Turdinus","macrodactylus"
"2707","Turdinus","marmoratus"
"2708","Turdinus","rufipectus"
"2709","Turdoides","affinis"
"2710","Turdoides","rufescens"
"2711","Turdoides","somervillei"
"2712","Turdoides","striata"
"2713","Turdus","albocinctus"
"2714","Turdus","atrogularis"
"2715","Turdus","boulboul"
"2716","Turdus","cardis"
"2717","Turdus","dissimilis"
"2718","Turdus","eunomus"
"2719","Turdus","feae"
"2720","Turdus","hortulorum"
"2721","Turdus","kessleri"
"2722","Turdus","mandarinus"
"2723","Turdus","maximus"
"2724","Turdus","merula"
"2725","Turdus","niveiceps"
"2726","Turdus","pallidus"
"2727","Turdus","pilaris"
"2728","Turdus","poliocephalus"
"2729","Turdus","rubrocanus"
"2730","Turdus","ruficollis"
"2731","Turdus","simillimus"
"2732","Turdus","unicolor"
"2733","Turdus","viscivorus"
"2734","Turnix","everetti"
"2735","Turnix","maculosus"
"2736","Turnix","ocellatus"
"2737","Turnix","suscitator"
"2738","Turnix","sylvaticus"
"2739","Turnix","tanki"
"2740","Turnix","worcesteri"
"2741","Tyto","alba"
"2742","Tyto","inexspectata"
"2743","Tyto","longimembris"
"2744","Tyto","nigrobrunnea"
"2745","Tyto","novaehollandiae"
"2746","Tyto","rosenbergii"
"2747","Upupa","epops"
"2748","Urocissa","caerulea"
"2749","Urocissa","erythroryncha"
"2750","Urocissa","flavirostris"
"2751","Urocissa","ornata"
"2752","Urocissa","whiteheadi"
"2753","Urocissa","xanthomelana"
"2754","Urocynchramus","pylzowi"
"2755","Urosphena","squameiceps"
"2756","Urosphena","subulata"
"2757","Urosphena","whiteheadi"
"2758","Vanellus","cinereus"
"2759","Vanellus","duvaucelii"
"2760","Vanellus","gregarius"
"2761","Vanellus","indicus"
"2762","Vanellus","leucurus"
"2763","Vanellus","macropterus"
"2764","Vanellus","malabaricus"
"2765","Vanellus","vanellus"
"2766","Vauriella","albigularis"
"2767","Vauriella","goodfellowi"
"2768","Vauriella","gularis"
"2769","Vauriella","insignis"
"2770","Xenus","cinereus"
"2771","Yuhina","bakeri"
"2772","Yuhina","brunneiceps"
"2773","Yuhina","castaniceps"
"2774","Yuhina","diademata"
"2775","Yuhina","everetti"
"2776","Yuhina","flavicollis"
"2777","Yuhina","gularis"
"2778","Yuhina","humilis"
"2779","Yuhina","nigrimenta"
"2780","Yuhina","occipitalis"
"2781","Yuhina","torqueola"
"2782","Zanclostomus","javanicus"
"2783","Zapornia","akool"
"2784","Zapornia","bicolor"
"2785","Zapornia","fusca"
"2786","Zapornia","parva"
"2787","Zapornia","paykullii"
"2788","Zapornia","pusilla"
"2789","Zapornia","tabuensis"
"2790","Zoonavena","sylvatica"
"2791","Zoothera","andromedae"
"2792","Zoothera","aurea"
"2793","Zoothera","dauma"
"2794","Zoothera","dixoni"
"2795","Zoothera","everetti"
"2796","Zoothera","griseiceps"
"2797","Zoothera","marginata"
"2798","Zoothera","mollissima"
"2799","Zoothera","monticola"
"2800","Zoothera","salimalii"
"2801","Zosterops","anomalus"
"2802","Zosterops","atricapilla"
"2803","Zosterops","atrifrons"
"2804","Zosterops","auriventer"
"2805","Zosterops","buruensis"
"2806","Zosterops","ceylonensis"
"2807","Zosterops","chloris"
"2808","Zosterops","citrinella"
"2809","Zosterops","consobrinorum"
"2810","Zosterops","emiliae"
"2811","Zosterops","erythropleurus"
"2812","Zosterops","everetti"
"2813","Zosterops","flavus"
"2814","Zosterops","japonicus"
"2815","Zosterops","melanurus"
"2816","Zosterops","meyeni"
"2817","Zosterops","natalis"
"2818","Zosterops","nehrkorni"
"2819","Zosterops","nigrorum"
"2820","Zosterops","palpebrosus"
"2821","Zosterops","simplex"
"2822","Zosterops","somadikartai"
"2823","Zosterornis","hypogrammicus"
"2824","Zosterornis","latistriatus"
"2825","Zosterornis","nigrorum"
"2826","Zosterornis","striatus"
"2827","Zosterornis","whiteheadi"
